"Date_Name","subCategory","Purchase_Hour","sales"
"2015-10-09","A",7,3.45
"2015-10-13","A",7,4
"2015-10-14","A",7,3
"2015-11-06","A",7,5
"2015-11-17","A",7,3.1
"2015-11-18","A",7,4.9
"2015-11-19","A",7,7.7
"2015-12-02","A",7,3.9
"2015-12-04","A",7,4.4
"2015-12-29","A",7,1.7
"2016-01-13","A",7,4.1
"2016-01-15","A",7,4
"2016-02-01","A",7,2
"2016-02-04","A",7,3.7
"2016-02-10","A",7,2
"2016-02-15","A",7,1.5
"2015-12-14","A",6,0.5
"2016-03-01","A",6,3.6
"2016-04-12","A",6,3.1
"2015-10-23","A",7,5.8
"2015-11-24","A",7,4.3
"2015-12-14","A",7,1
"2015-12-31","A",7,2.3
"2016-01-26","A",7,2.7
"2016-02-02","A",7,2
"2016-02-08","A",7,2.9
"2016-02-23","A",7,2.2
"2016-02-25","A",7,1.9
"2016-03-08","A",7,3.8
"2016-03-09","A",7,6
"2016-03-11","A",7,4.2
"2016-03-14","A",7,1
"2016-03-22","A",7,6.1
"2016-04-01","A",7,6.5
"2016-04-05","A",7,5.9
"2016-04-26","A",7,3.2
"2016-05-02","A",7,1.2
"2016-05-06","A",7,3.4
"2016-01-19","A",7,2.3
"2016-01-25","A",7,4.4
"2016-01-29","A",7,2
"2016-02-12","A",7,0.5
"2016-02-19","A",7,5.5
"2016-03-07","A",7,1.8
"2016-03-15","A",7,4.4
"2016-04-04","A",7,1.8
"2016-04-11","A",7,2
"2016-04-13","A",7,3.8
"2016-04-14","A",7,2.3
"2016-04-27","A",7,2.8
"2016-05-16","A",7,3.9
"2016-05-17","A",7,1.7
"2016-05-18","A",7,4.5
"2016-05-24","A",7,5.6
"2016-05-25","A",7,3.3
"2016-06-06","A",7,3.3
"2016-07-11","A",7,7.1
"2016-07-12","A",7,2
"2016-07-22","A",7,5.6
"2016-07-29","A",7,3.8
"2016-08-19","A",7,5.6
"2016-08-23","A",7,6.4
"2016-09-06","A",7,5.8
"2016-09-26","A",7,5.1
"2016-09-29","A",7,7.3
"2015-10-05","A",8,5.55
"2015-10-08","A",8,7.15
"2015-10-14","A",8,6.65
"2015-10-16","A",8,7
"2015-10-23","A",8,6.8
"2015-10-27","A",8,8.25
"2015-10-28","A",8,4.3
"2015-11-24","A",8,3.6
"2015-11-26","A",8,7.5
"2015-11-30","A",8,6.2
"2016-02-29","A",7,4.7
"2016-04-06","A",7,5.2
"2016-04-12","A",7,1.8
"2016-04-19","A",7,2.4
"2016-04-22","A",7,3
"2016-05-11","A",7,2.7
"2016-05-12","A",7,3.7
"2016-06-03","A",7,3.8
"2016-06-13","A",7,7
"2016-06-15","A",7,10.3
"2016-06-29","A",7,1.8
"2016-07-27","A",7,4.7
"2016-08-02","A",7,3
"2016-08-26","A",7,3.75
"2016-09-09","A",7,4.3
"2016-09-12","A",7,5.3
"2016-09-15","A",7,9.1
"2016-09-20","A",7,6.9
"2016-09-21","A",7,6.65
"2016-09-23","A",7,6
"2015-10-01","A",8,2.6
"2015-10-20","A",8,8.8
"2015-10-21","A",8,8.2
"2015-10-22","A",8,2.5
"2015-10-30","A",8,2.8
"2015-11-10","A",8,5
"2015-11-13","A",8,7.8
"2015-11-17","A",8,3.9
"2015-11-20","A",8,8.8
"2015-11-21","A",8,1
"2015-11-25","A",8,5.5
"2015-11-27","A",8,3.9
"2016-06-01","A",7,4
"2016-06-08","A",7,5.6
"2016-06-22","A",7,3.9
"2016-06-24","A",7,6.9
"2016-06-27","A",7,3.7
"2016-08-15","A",7,5.3
"2016-08-24","A",7,3.5
"2016-08-30","A",7,3.3
"2016-09-27","A",7,8.2
"2015-09-28","A",8,5.1
"2015-09-30","A",8,7.45
"2015-10-06","A",8,4.65
"2015-10-15","A",8,2.6
"2015-11-03","A",8,4.3
"2015-11-06","A",8,6
"2015-11-11","A",8,8.4
"2015-11-12","A",8,6.3
"2015-11-19","A",8,4.4
"2015-12-07","A",8,8
"2015-12-08","A",8,4
"2015-12-09","A",8,8.6
"2015-12-10","A",8,2.3
"2015-12-14","A",8,3.4
"2015-12-21","A",8,3.8
"2016-01-05","A",8,6
"2016-01-13","A",8,3.7
"2016-01-18","A",8,5.7
"2016-01-19","A",8,3.5
"2015-12-03","A",8,7.7
"2015-12-11","A",8,2.1
"2015-12-15","A",8,2.9
"2015-12-24","A",8,2.1
"2015-12-30","A",8,3.6
"2016-01-06","A",8,6.4
"2016-01-11","A",8,4.7
"2016-01-21","A",8,8.3
"2016-01-25","A",8,5.6
"2016-01-28","A",8,4
"2016-02-10","A",8,6.4
"2016-02-16","A",8,7.4
"2016-02-23","A",8,3.9
"2016-03-01","A",8,3.2
"2016-03-04","A",8,4.7
"2016-03-09","A",8,7.1
"2016-03-15","A",8,4
"2016-03-16","A",8,8.05
"2016-03-17","A",8,5
"2016-03-22","A",8,2.7
"2016-03-24","A",8,12.9
"2016-03-29","A",8,8.6
"2016-04-04","A",8,3.8
"2016-04-07","A",8,2
"2016-04-08","A",8,3.7
"2016-04-13","A",8,2.5
"2016-04-18","A",8,3.4
"2016-04-20","A",8,8.6
"2016-04-21","A",8,5.5
"2016-04-22","A",8,3.9
"2016-04-29","A",8,7
"2016-05-02","A",8,6.7
"2016-05-04","A",8,7.8
"2016-05-05","A",8,3.9
"2016-05-12","A",8,6.4
"2016-05-16","A",8,13.7
"2015-12-04","A",8,9.5
"2015-12-16","A",8,6.6
"2015-12-22","A",8,3.7
"2016-01-15","A",8,6.4
"2016-01-20","A",8,6.9
"2016-01-29","A",8,5
"2016-02-03","A",8,4.3
"2016-02-11","A",8,4.4
"2016-02-22","A",8,7.8
"2016-02-24","A",8,3.2
"2016-02-29","A",8,6.3
"2016-03-02","A",8,9
"2016-03-14","A",8,7.1
"2016-03-23","A",8,6.6
"2016-04-05","A",8,5
"2016-04-11","A",8,5
"2016-04-25","A",8,4.4
"2016-04-26","A",8,2.75
"2016-05-17","A",8,6
"2016-05-18","A",8,4.5
"2016-05-20","A",8,5.8
"2016-05-26","A",8,4.3
"2016-06-13","A",8,7.15
"2016-06-24","A",8,10
"2016-07-05","A",8,6.2
"2016-07-13","A",8,8.4
"2016-07-14","A",8,6.9
"2016-07-18","A",8,3.8
"2016-07-22","A",8,3.8
"2016-07-25","A",8,4.9
"2016-08-02","A",8,3.7
"2016-08-04","A",8,4.6
"2016-08-05","A",8,4.8
"2016-08-17","A",8,6.95
"2016-08-25","A",8,11.1
"2016-09-08","A",8,1.3
"2016-09-13","A",8,6.9
"2015-10-02","A",9,8.7
"2015-10-05","A",9,5.75
"2015-10-06","A",9,3.7
"2015-10-09","A",9,6.85
"2015-10-14","A",9,5.2
"2015-10-16","A",9,8.35
"2015-10-21","A",9,7.6
"2015-10-22","A",9,6.65
"2015-10-26","A",9,4.1
"2015-10-30","A",9,9
"2015-10-31","A",9,1.8
"2015-11-04","A",9,4.7
"2015-11-05","A",9,7.4
"2015-11-06","A",9,5.3
"2015-11-14","A",9,4.9
"2015-11-16","A",9,4.9
"2015-11-17","A",9,4.3
"2015-11-20","A",9,9.2
"2015-11-26","A",9,6.9
"2015-11-30","A",9,8.2
"2015-12-02","A",9,9.4
"2015-12-04","A",9,7
"2015-12-09","A",9,4
"2016-02-01","A",8,5.8
"2016-02-08","A",8,4.5
"2016-03-07","A",8,8.1
"2016-03-10","A",8,6.3
"2016-03-11","A",8,5.95
"2016-03-21","A",8,4.6
"2016-04-01","A",8,8.55
"2016-04-14","A",8,5.7
"2016-04-15","A",8,8.1
"2016-04-27","A",8,3
"2016-04-28","A",8,6.1
"2016-05-03","A",8,2.9
"2016-06-07","A",8,2
"2016-06-14","A",8,2
"2016-06-20","A",8,4.4
"2016-06-21","A",8,5
"2016-06-25","A",8,1.3
"2016-07-08","A",8,2.7
"2016-07-12","A",8,2.2
"2016-07-19","A",8,5
"2016-07-28","A",8,2.8
"2016-08-01","A",8,2
"2016-08-08","A",8,5.8
"2016-05-24","A",8,5.5
"2016-06-08","A",8,8.4
"2016-06-10","A",8,7.5
"2016-06-23","A",8,4.75
"2016-06-29","A",8,3.7
"2016-07-04","A",8,7.1
"2016-07-11","A",8,6.5
"2016-07-15","A",8,7.4
"2016-08-03","A",8,4.35
"2016-08-09","A",8,2.6
"2016-08-16","A",8,3.3
"2016-08-23","A",8,1.8
"2016-09-07","A",8,8.6
"2016-09-16","A",8,9.5
"2016-09-28","A",8,15.4
"2015-09-30","A",9,2.9
"2015-10-07","A",9,9.4
"2015-10-13","A",9,4.25
"2015-10-19","A",9,8.2
"2015-10-20","A",9,7.6
"2015-11-09","A",9,8.2
"2015-11-12","A",9,6.3
"2015-11-23","A",9,8.9
"2015-12-29","A",9,3.9
"2016-01-07","A",9,3.8
"2015-12-11","A",9,3.5
"2015-12-15","A",9,3
"2016-01-15","A",9,3.6
"2016-01-20","A",9,6.4
"2016-01-25","A",9,6.15
"2016-01-27","A",9,4.8
"2016-01-28","A",9,6.4
"2016-01-29","A",9,6.4
"2016-02-01","A",9,8
"2016-02-02","A",9,6.25
"2016-02-18","A",9,6.8
"2016-02-26","A",9,3
"2016-03-01","A",9,5.85
"2016-03-05","A",9,3.15
"2016-03-14","A",9,8.5
"2016-03-16","A",9,6.2
"2016-03-19","A",9,4.6
"2016-03-30","A",9,4.8
"2016-04-04","A",9,6.75
"2016-04-05","A",9,6.1
"2016-04-07","A",9,6.7
"2016-04-08","A",9,10
"2016-04-11","A",9,6.3
"2016-04-19","A",9,3.3
"2016-04-22","A",9,6.1
"2016-05-05","A",9,2.7
"2016-05-09","A",9,3.9
"2016-05-13","A",9,8.7
"2016-05-17","A",9,7.1
"2016-05-19","A",9,4.4
"2016-05-30","A",9,7.6
"2016-06-07","A",9,5.3
"2016-06-14","A",9,4.3
"2016-06-16","A",9,4.9
"2016-06-21","A",9,4.5
"2016-06-22","A",9,4.7
"2016-07-08","A",9,7.7
"2016-07-25","A",9,3.6
"2016-07-26","A",9,4.7
"2016-08-11","A",8,2
"2016-08-15","A",8,5
"2016-09-01","A",8,7.2
"2016-09-15","A",8,7.5
"2016-09-19","A",8,9.9
"2016-09-20","A",8,2.1
"2015-09-26","A",9,2.4
"2015-10-15","A",9,5.6
"2015-10-27","A",9,3.3
"2015-10-29","A",9,5.8
"2015-11-03","A",9,2.5
"2015-11-11","A",9,3.3
"2015-11-29","A",9,3.4
"2015-12-21","A",9,3.6
"2016-02-04","A",9,6.6
"2016-02-17","A",9,4.9
"2016-02-22","A",9,3.1
"2016-02-29","A",9,6.2
"2016-03-10","A",9,6.4
"2016-03-11","A",9,5.5
"2016-03-21","A",9,3.3
"2016-03-22","A",9,3.2
"2016-04-01","A",9,6.1
"2016-01-14","A",9,5.6
"2016-01-26","A",9,4.8
"2016-02-03","A",9,11.5
"2016-02-11","A",9,5.5
"2016-02-15","A",9,1
"2016-02-19","A",9,6.95
"2016-02-24","A",9,3
"2016-03-02","A",9,3
"2016-03-03","A",9,8.9
"2016-03-04","A",9,6.4
"2016-03-24","A",9,6.6
"2016-04-12","A",9,6
"2016-04-16","A",9,3.6
"2016-04-20","A",9,7
"2016-05-06","A",9,4.2
"2016-05-26","A",9,6.4
"2016-05-27","A",9,8
"2016-06-01","A",9,3.6
"2016-06-06","A",9,5.7
"2016-06-20","A",9,4.3
"2016-07-28","A",9,6.8
"2016-08-08","A",9,4.8
"2016-08-10","A",9,3.2
"2016-08-12","A",9,4.85
"2016-08-15","A",9,3.2
"2016-09-14","A",9,4.7
"2016-09-16","A",9,2.45
"2016-04-13","A",9,3.8
"2016-04-15","A",9,7.2
"2016-05-25","A",9,4.3
"2016-06-08","A",9,3.4
"2016-06-09","A",9,3.8
"2016-06-12","A",9,2.7
"2016-06-17","A",9,2.6
"2016-06-23","A",9,3.9
"2016-07-04","A",9,3.5
"2016-07-16","A",9,1.3
"2016-07-27","A",9,6.6
"2016-07-29","A",9,2.6
"2016-08-25","A",9,4.7
"2016-09-09","A",9,6.5
"2016-09-15","A",9,4.3
"2015-09-28","A",10,3.45
"2015-10-06","A",10,1.1
"2015-10-21","A",10,6.8
"2015-10-25","A",10,3.4
"2015-10-31","A",10,4.75
"2015-11-14","A",10,3.65
"2015-11-17","A",10,2.8
"2015-11-19","A",10,5.8
"2015-12-14","A",10,3.7
"2015-12-16","A",10,6.9
"2015-12-29","A",10,3
"2016-01-05","A",10,1.9
"2016-01-07","A",10,6.05
"2016-01-17","A",10,1.3
"2016-01-21","A",10,4.6
"2016-03-07","A",10,3.5
"2016-03-10","A",10,4.1
"2016-03-16","A",10,7.89
"2016-09-19","A",9,3.9
"2015-10-09","A",10,2.65
"2015-11-07","A",10,1.75
"2015-11-23","A",10,6.45
"2015-11-27","A",10,6.4
"2015-12-03","A",10,3.25
"2015-12-11","A",10,5.7
"2015-12-24","A",10,6.95
"2016-01-19","A",10,3.75
"2016-01-20","A",10,4.8
"2016-01-25","A",10,6.25
"2016-02-03","A",10,6
"2016-02-04","A",10,7.58
"2016-03-25","A",10,4.2
"2016-04-04","A",10,4.2
"2016-04-06","A",10,6
"2016-05-04","A",10,5.5
"2016-05-09","A",10,7.7
"2016-05-10","A",10,9.6
"2016-05-24","A",10,3.7
"2016-06-12","A",10,1.2
"2016-06-20","A",10,2.4
"2016-06-21","A",10,4.7
"2016-06-28","A",10,1.5
"2016-07-12","A",10,4.9
"2016-08-19","A",10,7.5
"2016-08-23","A",10,4.4
"2016-09-10","A",10,3.3
"2016-09-29","A",10,6.5
"2015-11-09","A",11,2.25
"2015-12-21","A",11,2.8
"2016-01-14","A",11,8.7
"2016-01-24","A",11,1.5
"2016-02-11","A",11,4.7
"2016-05-12","A",11,2.9
"2016-06-13","A",11,2.89
"2016-08-14","A",11,3.18
"2016-08-01","A",9,2.5
"2016-08-02","A",9,2.9
"2016-08-16","A",9,4
"2016-08-19","A",9,2.8
"2016-08-27","A",9,3.8
"2016-08-31","A",9,5.35
"2016-09-01","A",9,9.4
"2016-09-02","A",9,4.7
"2016-09-21","A",9,5
"2016-09-27","A",9,5.3
"2015-10-20","A",10,5
"2015-10-23","A",10,11.25
"2015-11-05","A",10,4.95
"2015-11-09","A",10,4.35
"2015-11-16","A",10,8.35
"2015-11-18","A",10,4.5
"2015-12-04","A",10,10.5
"2016-01-11","A",10,4.5
"2016-02-25","A",10,7
"2016-03-04","A",10,5.08
"2016-03-06","A",10,1.5
"2016-03-11","A",10,6.4
"2016-03-29","A",10,3.2
"2016-04-08","A",10,7.48
"2016-04-11","A",10,6.3
"2016-04-29","A",10,3.5
"2016-05-05","A",10,4.4
"2016-05-07","A",10,1.2
"2016-05-15","A",10,1.5
"2016-05-18","A",10,3.9
"2016-06-06","A",10,8.49
"2016-03-17","A",10,3.4
"2016-03-26","A",10,1
"2016-04-13","A",10,3.5
"2016-04-24","A",10,3.6
"2016-04-27","A",10,3
"2016-05-13","A",10,5.54
"2016-06-13","A",10,3.8
"2016-07-02","A",10,1.5
"2016-07-07","A",10,2.2
"2016-07-17","A",10,6.1
"2016-07-20","A",10,3.5
"2016-07-29","A",10,4.3
"2015-10-13","A",11,3.25
"2015-11-16","A",11,5.8
"2015-12-31","A",11,3.25
"2016-01-12","A",11,6.95
"2016-02-20","A",11,1.1
"2016-02-29","A",11,5.18
"2016-03-01","A",11,5.1
"2016-04-01","A",11,6
"2016-04-15","A",11,4.9
"2016-05-11","A",11,4.8
"2016-05-18","A",11,6.1
"2016-08-01","A",11,1.3
"2016-08-26","A",11,3.59
"2016-09-08","A",11,4.19
"2015-11-22","A",12,1.75
"2016-02-19","A",12,1.55
"2016-04-15","A",12,7.8
"2016-04-28","A",12,2.9
"2016-05-09","A",12,7.17
"2016-06-15","A",12,7.47
"2016-07-16","A",12,6.79
"2016-09-11","A",12,4.79
"2016-09-28","A",12,6.59
"2015-09-30","A",13,1.6
"2016-01-13","A",13,6.05
"2016-03-11","A",13,7.8
"2016-03-15","A",13,8.58
"2015-10-22","A",12,2.7
"2015-11-18","A",12,6.85
"2015-12-08","A",12,3.25
"2016-01-13","A",12,4.5
"2016-01-19","A",12,2.45
"2016-01-27","A",12,4.45
"2016-02-02","A",12,7.19
"2016-03-08","A",12,3.1
"2016-03-11","A",12,8.99
"2016-03-24","A",12,3.8
"2016-05-04","A",12,6.59
"2016-05-13","A",12,5.99
"2016-06-23","A",12,12.33
"2016-09-14","A",12,4.99
"2015-10-25","A",13,2.75
"2016-01-26","A",13,9
"2016-02-18","A",13,4.6
"2016-03-10","A",13,13.87
"2016-03-24","A",13,5.4
"2016-05-12","A",13,7.8
"2016-06-02","A",13,3.59
"2016-07-29","A",13,1.8
"2016-08-23","A",13,3.5
"2015-10-23","A",14,4
"2015-12-01","A",14,5.4
"2016-03-29","A",14,3.78
"2016-05-06","A",14,2.3
"2016-05-11","A",14,2.3
"2016-05-19","A",14,6.19
"2016-06-15","A",14,4.99
"2016-07-07","A",14,7.6
"2016-09-26","A",14,2.6
"2015-10-07","A",15,2.75
"2015-11-24","A",15,3.1
"2016-01-29","A",15,2.5
"2016-02-08","A",15,2.8
"2016-06-07","A",15,4.3
"2016-06-10","A",15,2.9
"2016-06-07","A",10,3.7
"2016-06-09","A",10,6.7
"2016-06-22","A",10,5.6
"2016-06-24","A",10,0.8
"2016-07-13","A",10,3.9
"2016-07-15","A",10,4.2
"2016-08-05","A",10,4.7
"2016-08-09","A",10,4.5
"2016-08-18","A",10,3.9
"2016-09-27","A",10,7.2
"2016-09-30","A",10,3.7
"2015-10-19","A",11,9.15
"2015-11-10","A",11,5.35
"2015-12-23","A",11,5.9
"2016-03-04","A",11,4.99
"2016-03-11","A",11,5.1
"2016-04-05","A",11,5.8
"2016-05-10","A",11,7.9
"2016-05-13","A",11,5.4
"2016-05-30","A",11,1.9
"2016-08-17","A",11,9.1
"2016-09-20","A",11,4.69
"2015-11-30","A",12,10.85
"2016-01-21","A",12,4.95
"2016-01-22","A",12,7.05
"2016-02-15","A",12,5.09
"2016-02-26","A",12,6.4
"2016-05-12","A",12,15.28
"2015-10-05","A",13,4.25
"2015-11-07","A",13,3.05
"2015-11-19","A",13,4.8
"2015-12-30","A",13,1.85
"2016-01-18","A",13,6.75
"2016-01-23","A",13,5.2
"2016-02-20","A",13,1.6
"2016-03-03","A",13,3.5
"2016-03-23","A",13,3.4
"2016-04-12","A",13,2.68
"2016-08-20","A",13,5.67
"2016-02-19","A",14,4.5
"2015-12-02","A",15,5.65
"2016-01-28","A",15,2.75
"2016-03-14","A",15,1.2
"2016-07-27","A",15,6.88
"2015-11-09","A",16,5
"2015-12-09","A",16,5.55
"2016-02-22","A",16,5.38
"2016-03-01","A",16,3
"2016-04-21","A",16,6.5
"2016-05-10","A",16,3.5
"2016-05-25","A",16,3.8
"2016-07-06","A",16,4.2
"2016-09-13","A",16,3.4
"2016-09-21","A",16,4.28
"2015-10-13","A",17,1.75
"2015-12-07","A",17,0.5
"2015-12-10","A",17,3.25
"2016-02-16","A",17,3.6
"2016-05-24","A",17,2.8
"2016-06-09","A",17,4.6
"2016-08-15","A",17,3.6
"2016-09-28","A",17,2.6
"2015-10-09","A",18,2
"2016-02-01","A",18,1.3
"2016-03-22","A",18,6.27
"2016-07-12","A",18,3.59
"2016-08-12","A",18,4.96
"2016-03-22","A",13,4.28
"2016-04-01","A",13,7.3
"2016-05-09","A",13,3.3
"2016-07-27","A",13,5.85
"2016-08-14","A",13,6.46
"2016-08-25","A",13,8.06
"2016-09-06","A",13,4.8
"2015-12-24","A",14,2.8
"2016-01-12","A",14,6.65
"2016-03-28","A",14,4.7
"2016-08-30","A",14,4.4
"2016-09-03","A",14,2.89
"2016-09-07","A",14,3.3
"2016-04-20","A",15,2.3
"2016-04-26","A",15,4.5
"2016-07-04","A",15,2.5
"2016-08-09","A",15,2.1
"2016-08-16","A",15,2.3
"2016-09-07","A",15,2.1
"2016-09-08","A",15,3.4
"2015-12-02","A",16,4.2
"2016-01-14","A",16,4.15
"2016-02-12","A",16,4.7
"2016-03-29","A",16,4.4
"2016-04-13","A",16,4.78
"2016-05-18","A",16,0.5
"2016-06-21","A",16,3.5
"2016-09-06","A",16,3.4
"2016-09-14","A",16,3.4
"2016-09-27","A",16,1.8
"2016-08-03","A",17,2.93
"2016-05-24","A",18,0.8
"2016-07-08","A",18,0.8
"2016-09-16","A",15,4.67
"2015-10-13","A",16,1.75
"2015-10-20","A",16,3.5
"2015-11-03","A",16,4.55
"2015-11-17","A",16,2.5
"2015-11-25","A",16,6
"2015-11-26","A",16,2.2
"2015-12-11","A",16,4.1
"2016-04-15","A",16,3.7
"2016-05-11","A",16,4.1
"2016-06-07","A",16,4
"2016-06-15","A",16,3.7
"2016-08-04","A",16,5.28
"2016-08-10","A",16,5.37
"2016-03-15","A",17,4
"2016-04-04","A",17,2.58
"2016-05-11","A",17,2
"2015-12-01","A",18,1
"2016-01-26","A",18,1
"2016-06-17","A",18,3.28
"2015-09-30","A",6,1.5
"2015-10-23","A",6,1.5
"2015-10-30","A",6,1
"2015-11-05","A",6,0.5
"2016-01-26","A",6,1
"2016-02-05","A",6,1
"2016-02-09","A",6,3.1
"2016-03-30","A",6,1.7
"2016-04-04","A",6,2.2
"2016-05-06","A",6,4
"2016-06-22","A",6,4
"2016-08-16","A",6,2.3
"2016-08-31","A",6,4.1
"2016-09-22","A",6,3.2
"2016-09-29","A",6,2.6
"2015-10-16","A",7,5.95
"2015-10-20","A",7,4.2
"2015-11-05","A",7,7.9
"2015-11-30","A",7,7.7
"2015-12-21","A",7,1
"2015-12-24","A",7,3.8
"2016-01-08","A",7,3.3
"2016-01-11","A",7,2.8
"2016-02-05","A",7,5.9
"2016-03-04","A",7,5.1
"2016-04-07","A",7,4
"2016-04-08","A",7,4.2
"2016-04-21","A",7,4.7
"2016-04-25","A",7,7
"2016-05-26","A",7,4.8
"2016-06-20","A",7,4.6
"2016-07-04","A",7,2.9
"2016-08-01","A",7,2.2
"2016-09-01","A",7,3.4
"2016-09-02","A",7,4.2
"2015-10-26","A",8,6.2
"2015-11-02","A",8,5.9
"2015-12-17","A",8,9.4
"2015-12-23","A",8,3.1
"2016-01-26","A",8,3.2
"2016-01-27","A",8,3.6
"2016-03-18","A",8,5.9
"2016-04-12","A",8,4.1
"2016-04-19","A",8,7.3
"2016-05-06","A",8,1.7
"2016-05-09","A",8,4.9
"2016-05-10","A",8,2.8
"2016-05-27","A",8,5.5
"2016-06-15","A",8,4.1
"2016-06-17","A",8,10.9
"2016-07-29","A",8,2.5
"2016-08-31","A",8,3.5
"2016-09-21","A",8,4.3
"2015-09-29","A",9,5.05
"2015-10-01","A",9,2.35
"2015-10-28","A",9,5.9
